source_model,source_waveform_id,source_waveform_name,target_model,target_waveform_id,target_waveform_name,confidence,match_method,auto_apply,candidates,source_catalog,source_basis
MODX+,4376,Bd Tight 1-2,MODX M,4718,Bd Tight 1-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4456,Bd PowerA 1-2R,MODX M,4798,Bd PowerA 1-2R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4217,HipHop Clap7,MODX M,4559,HipHop Clap7,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4297,Brip 2 St,MODX M,4639,Brip 2 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4377,Bd Tight 1,MODX M,4719,Bd Tight 1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4457,Bd PowerA 1St,MODX M,4799,Bd PowerA 1St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4218,HipHop Clap8,MODX M,4560,HipHop Clap8,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4298,HipHop Clunk St,MODX M,4640,HipHop Clunk St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4378,Bd Tight 2,MODX M,4720,Bd Tight 2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4458,Bd PowerA 1L,MODX M,4800,Bd PowerA 1L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4219,HipHop Clap9,MODX M,4561,HipHop Clap9,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4299,Lipp Flex 1 Mn,MODX M,4641,Lipp Flex 1 Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4379,Bd Tight L1-2,MODX M,4721,Bd Tight L1-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4459,Bd PowerA 1R,MODX M,4801,Bd PowerA 1R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4220,HipHop Clap10,MODX M,4562,HipHop Clap10,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4300,Lipp Flex 2 Mn,MODX M,4642,Lipp Flex 2 Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4380,Bd Tight R1-2,MODX M,4722,Bd Tight R1-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4460,Bd PowerA 2St,MODX M,4802,Bd PowerA 2St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4221,HipHop Clap11,MODX M,4563,HipHop Clap11,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4301,Lipp Flex 3 Mn,MODX M,4643,Lipp Flex 3 Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4381,Bd Tight L1,MODX M,4723,Bd Tight L1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4461,Bd PowerA 2L,MODX M,4803,Bd PowerA 2L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4222,HipHop Clap12,MODX M,4564,HipHop Clap12,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4302,Lipp Flex 4 Mn,MODX M,4644,Lipp Flex 4 Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4382,Bd Tight L2,MODX M,4724,Bd Tight L2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4462,Bd PowerA 2R,MODX M,4804,Bd PowerA 2R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4223,HipHop Clap13,MODX M,4565,HipHop Clap13,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4303,Lipp Flex Sw1,MODX M,4645,Lipp Flex Sw1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4383,Bd Tight R1,MODX M,4725,Bd Tight R1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4463,Bd PowerB 1-2St,MODX M,4805,Bd PowerB 1-2St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4224,HipHop Clap14,MODX M,4566,HipHop Clap14,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4304,Lipp Flex Sw2,MODX M,4646,Lipp Flex Sw2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4384,Bd Tight R2,MODX M,4726,Bd Tight R2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4464,Bd PowerB 1-2L,MODX M,4806,Bd PowerB 1-2L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4225,Snap Digital St,MODX M,4567,Snap Digital St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4305,Dub Misc 01 St,MODX M,4647,Dub Misc 01 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4385,Bd Ambience 1-2,MODX M,4727,Bd Ambience 1-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4465,Bd PowerB 1-2R,MODX M,4807,Bd PowerB 1-2R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4226,Snap & Clap St,MODX M,4568,Snap & Clap St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4306,Dub Misc 02 St,MODX M,4648,Dub Misc 02 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4386,Bd Ambience 1,MODX M,4728,Bd Ambience 1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4466,Bd PowerB 1St,MODX M,4808,Bd PowerB 1St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4227,Snap Long Ambi St,MODX M,4569,Snap Long Ambi St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4307,Dub Misc 03 St,MODX M,4649,Dub Misc 03 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4387,Bd Ambience 2,MODX M,4729,Bd Ambience 2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4467,Bd PowerB 1L,MODX M,4809,Bd PowerB 1L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4228,Snap Smith Snap St,MODX M,4570,Snap Smith Snap St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4308,Dub Misc 04 St,MODX M,4650,Dub Misc 04 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4388,Bd Ambience L1-2,MODX M,4730,Bd Ambience L1-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4468,Bd PowerB 1R,MODX M,4810,Bd PowerB 1R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4229,HipHop Snap1,MODX M,4571,HipHop Snap1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4309,Dub Misc 05 St,MODX M,4651,Dub Misc 05 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4389,Bd Ambience R1-2,MODX M,4731,Bd Ambience R1-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4469,Bd PowerB 2St,MODX M,4811,Bd PowerB 2St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4230,HipHop Snap2,MODX M,4572,HipHop Snap2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4310,Dub Misc 06 St,MODX M,4652,Dub Misc 06 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4390,Bd Ambience L1,MODX M,4732,Bd Ambience L1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4470,Bd PowerB 2L,MODX M,4812,Bd PowerB 2L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4231,Conga T8,MODX M,4573,Conga T8,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4311,Dub Misc 07 St,MODX M,4653,Dub Misc 07 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4391,Bd Ambience L2,MODX M,4733,Bd Ambience L2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4471,Bd PowerB 2R,MODX M,4813,Bd PowerB 2R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4232,T8 Conga Ac H,MODX M,4574,T8 Conga Ac H,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4312,Dub Misc 08 St,MODX M,4654,Dub Misc 08 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4392,Bd Ambience R1,MODX M,4734,Bd Ambience R1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4472,Bd Maple Close 1-2St,MODX M,4814,Bd Maple Close 1-2St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4233,T8 Conga Ac M,MODX M,4575,T8 Conga Ac M,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4313,Dub Misc 09 St,MODX M,4655,Dub Misc 09 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4393,Bd Ambience R2,MODX M,4735,Bd Ambience R2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4473,Bd Maple Close 1-2 L,MODX M,4815,Bd Maple Close 1-2 L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4234,T8 Conga Ac L,MODX M,4576,T8 Conga Ac L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4314,Dub Misc 10 St,MODX M,4656,Dub Misc 10 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4394,Bd Normal St1-2,MODX M,4736,Bd Normal St1-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4474,Bd Maple Close 1-2 R,MODX M,4816,Bd Maple Close 1-2 R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4235,T8 Conga NA H,MODX M,4577,T8 Conga NA H,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4315,Trap Misc 1 St,MODX M,4657,Trap Misc 1 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4395,Bd Normal 1St,MODX M,4737,Bd Normal 1St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4475,Bd Maple Close 1 St,MODX M,4817,Bd Maple Close 1 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4236,T8 Conga NA M,MODX M,4578,T8 Conga NA M,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4316,Trap Misc 2 St,MODX M,4658,Trap Misc 2 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4396,Bd Normal 2St,MODX M,4738,Bd Normal 2St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4476,Bd Maple Close 1 L,MODX M,4818,Bd Maple Close 1 L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4237,T8 Conga NA L,MODX M,4579,T8 Conga NA L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4317,Trap Misc 3 St,MODX M,4659,Trap Misc 3 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4397,Bd Normal L1-2,MODX M,4739,Bd Normal L1-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4477,Bd Maple Close 1 R,MODX M,4819,Bd Maple Close 1 R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4238,S&H T8 CongaH,MODX M,4580,S&H T8 CongaH,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4318,Trap Misc 4 St,MODX M,4660,Trap Misc 4 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4398,Bd Normal R1-2,MODX M,4740,Bd Normal R1-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4478,Bd Maple Close 2 St,MODX M,4820,Bd Maple Close 2 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4239,S&H T8 CongaM,MODX M,4581,S&H T8 CongaM,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4319,Trap Misc 5 St,MODX M,4661,Trap Misc 5 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4399,Bd Normal 1L,MODX M,4741,Bd Normal 1L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4479,Bd Maple Close 2 L,MODX M,4821,Bd Maple Close 2 L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4240,S&H T8 CongaL,MODX M,4582,S&H T8 CongaL,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4320,Trap Misc 6 St,MODX M,4662,Trap Misc 6 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4400,Bd Normal 1R,MODX M,4742,Bd Normal 1R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4480,Bd Maple Close 2 R,MODX M,4822,Bd Maple Close 2 R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4481,Bd Maple Open 1-2 St,MODX M,4823,Bd Maple Open 1-2 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4561,Bd T9-2,MODX M,4903,Bd T9-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4641,Bd ElecComp1,MODX M,4983,Bd ElecComp1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4721,HipHop BD 1 St,MODX M,5063,HipHop BD 1 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4482,Bd Maple Open 1-2 L,MODX M,4824,Bd Maple Open 1-2 L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4562,Bd T9-3,MODX M,4904,Bd T9-3,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4642,Bd ElecComp2,MODX M,4984,Bd ElecComp2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4722,HipHop BD 2 Mn,MODX M,5064,HipHop BD 2 Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4483,Bd Maple Open 1-2 R,MODX M,4825,Bd Maple Open 1-2 R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4563,Bd T9-4,MODX M,4905,Bd T9-4,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4643,Bd ElecComp3,MODX M,4985,Bd ElecComp3,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4723,HipHop BD 3 Mn,MODX M,5065,HipHop BD 3 Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4484,Bd Maple Open 1 St,MODX M,4826,Bd Maple Open 1 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4564,Bd T9 Hd1,MODX M,4906,Bd T9 Hd1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4644,Bd ElecFX1,MODX M,4986,Bd ElecFX1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4724,HipHop BD 4 Mn,MODX M,5066,HipHop BD 4 Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4485,Bd Maple Open 1 L,MODX M,4827,Bd Maple Open 1 L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4565,Bd T9 Hd2,MODX M,4907,Bd T9 Hd2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4645,Bd ElecFX2,MODX M,4987,Bd ElecFX2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4725,HipHop BD 5 Mn,MODX M,5067,HipHop BD 5 Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4486,Bd Maple Open 1 R,MODX M,4828,Bd Maple Open 1 R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4566,Bd T9 Hd3,MODX M,4908,Bd T9 Hd3,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4646,Bd ElecGate,MODX M,4988,Bd ElecGate,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4726,Sd Bld St1-4,MODX M,5068,Sd Bld St1-4,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4487,Bd Maple Open 2 St,MODX M,4829,Bd Maple Open 2 St,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4567,T9 BD 1-1,MODX M,4909,T9 BD 1-1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4647,Bd ElecClick,MODX M,4989,Bd ElecClick,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4727,Sd Bld St1-3,MODX M,5069,Sd Bld St1-3,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4488,Bd Maple Open 2 L,MODX M,4830,Bd Maple Open 2 L,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4568,T9 BD 1-2,MODX M,4910,T9 BD 1-2,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4648,Bd ElecPower1,MODX M,4990,Bd ElecPower1,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4728,Sd Bld St2-4,MODX M,5070,Sd Bld St2-4,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4489,Bd Maple Open 2 R,MODX M,4831,Bd Maple Open 2 R,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
MODX+,4569,T9 BD 1-3,MODX M,4911,T9 BD 1-3,EXACT_NAME,unique exact Yamaha waveform name,True,,MODX6+/7+/8+ Data List (A0),official list extracted directly; ID/name list identical to MODX D0
