region,offset_dec,offset_hex,size,field,status,encoding,meaning,evidence,notes
PERFORMANCE_COMMON,1452,0x05AC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1453,0x05AD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1454,0x05AE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1455,0x05AF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1456,0x05B0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1457,0x05B1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1458,0x05B2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1459,0x05B3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1460,0x05B4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1461,0x05B5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1462,0x05B6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1463,0x05B7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1464,0x05B8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1465,0x05B9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1466,0x05BA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1467,0x05BB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1468,0x05BC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1469,0x05BD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1470,0x05BE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1471,0x05BF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1472,0x05C0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1473,0x05C1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1474,0x05C2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1475,0x05C3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1476,0x05C4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1477,0x05C5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1478,0x05C6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1479,0x05C7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1480,0x05C8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1481,0x05C9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1482,0x05CA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1483,0x05CB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1484,0x05CC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1485,0x05CD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1486,0x05CE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1487,0x05CF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1488,0x05D0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1489,0x05D1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1490,0x05D2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1491,0x05D3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1492,0x05D4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1493,0x05D5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1494,0x05D6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1495,0x05D7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1496,0x05D8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1497,0x05D9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1498,0x05DA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1499,0x05DB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1500,0x05DC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1501,0x05DD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1502,0x05DE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1503,0x05DF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1504,0x05E0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1505,0x05E1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1506,0x05E2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1507,0x05E3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1508,0x05E4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1509,0x05E5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1510,0x05E6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1511,0x05E7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1512,0x05E8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1513,0x05E9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1514,0x05EA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1515,0x05EB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1516,0x05EC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1517,0x05ED,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1518,0x05EE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1519,0x05EF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1520,0x05F0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1521,0x05F1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1522,0x05F2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1523,0x05F3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1524,0x05F4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1525,0x05F5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1526,0x05F6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1527,0x05F7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1528,0x05F8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1529,0x05F9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1530,0x05FA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1531,0x05FB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1532,0x05FC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1533,0x05FD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1534,0x05FE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1535,0x05FF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1536,0x0600,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1537,0x0601,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1538,0x0602,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1539,0x0603,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1540,0x0604,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1541,0x0605,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1542,0x0606,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1543,0x0607,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1544,0x0608,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1545,0x0609,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1546,0x060A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1547,0x060B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1548,0x060C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1549,0x060D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1550,0x060E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1551,0x060F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1552,0x0610,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1553,0x0611,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1554,0x0612,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1555,0x0613,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1556,0x0614,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1557,0x0615,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1558,0x0616,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1559,0x0617,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1560,0x0618,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1561,0x0619,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1562,0x061A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1563,0x061B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1564,0x061C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1565,0x061D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1566,0x061E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1567,0x061F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1568,0x0620,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1569,0x0621,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1570,0x0622,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1571,0x0623,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1572,0x0624,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1573,0x0625,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1574,0x0626,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1575,0x0627,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1576,0x0628,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1577,0x0629,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1578,0x062A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1579,0x062B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1580,0x062C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1581,0x062D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1582,0x062E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1583,0x062F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1584,0x0630,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1585,0x0631,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1586,0x0632,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1587,0x0633,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1588,0x0634,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1589,0x0635,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1590,0x0636,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1591,0x0637,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1592,0x0638,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1593,0x0639,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1594,0x063A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1595,0x063B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1596,0x063C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1597,0x063D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1598,0x063E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1599,0x063F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1600,0x0640,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1601,0x0641,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1602,0x0642,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1603,0x0643,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1604,0x0644,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1605,0x0645,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1606,0x0646,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1607,0x0647,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1608,0x0648,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1609,0x0649,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1610,0x064A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1611,0x064B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1612,0x064C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1613,0x064D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1614,0x064E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1615,0x064F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1616,0x0650,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1617,0x0651,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1618,0x0652,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1619,0x0653,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1620,0x0654,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1621,0x0655,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1622,0x0656,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1623,0x0657,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1624,0x0658,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1625,0x0659,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1626,0x065A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1627,0x065B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1628,0x065C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1629,0x065D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1630,0x065E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1631,0x065F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1632,0x0660,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1633,0x0661,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1634,0x0662,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1635,0x0663,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1636,0x0664,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1637,0x0665,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1638,0x0666,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1639,0x0667,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1640,0x0668,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1641,0x0669,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1642,0x066A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1643,0x066B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1644,0x066C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1645,0x066D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1646,0x066E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1647,0x066F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1648,0x0670,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1649,0x0671,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1650,0x0672,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1651,0x0673,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1652,0x0674,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1653,0x0675,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1654,0x0676,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1655,0x0677,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1656,0x0678,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1657,0x0679,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1658,0x067A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1659,0x067B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1660,0x067C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1661,0x067D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1662,0x067E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1663,0x067F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1664,0x0680,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1665,0x0681,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1666,0x0682,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1667,0x0683,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1668,0x0684,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1669,0x0685,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1670,0x0686,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1671,0x0687,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1672,0x0688,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1673,0x0689,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1674,0x068A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1675,0x068B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1676,0x068C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1677,0x068D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1678,0x068E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1679,0x068F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1680,0x0690,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1681,0x0691,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1682,0x0692,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1683,0x0693,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1684,0x0694,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1685,0x0695,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1686,0x0696,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1687,0x0697,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1688,0x0698,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1689,0x0699,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1690,0x069A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1691,0x069B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1692,0x069C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1693,0x069D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1694,0x069E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1695,0x069F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1696,0x06A0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1697,0x06A1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1698,0x06A2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1699,0x06A3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1700,0x06A4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1701,0x06A5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1702,0x06A6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1703,0x06A7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1704,0x06A8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1705,0x06A9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1706,0x06AA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1707,0x06AB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1708,0x06AC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1709,0x06AD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1710,0x06AE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1711,0x06AF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1712,0x06B0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1713,0x06B1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1714,0x06B2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1715,0x06B3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1716,0x06B4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,1717,0x06B5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
